id,dur,spkts,sttl,swin,stcpb,dtcpb,rate,label
1235,1.558789,16,31,255,1147096213,1147371847,21.17028,0
1236,0.001044,2,31,0,0,0,2873.563127,0
1237,0.367473,38,31,255,3236680070,4100055034,209.539201,0
1238,9.68416,64,31,255,2431644897,283870650,13.320721,0
1239,3.588377,64,31,255,127098884,2276984930,35.9494,0
1240,37.955116,360,31,255,2871518349,2872607034,29.113335,0
1241,41.748917,366,31,255,769429600,770616121,26.611469,0
1242,0.584054,40,31,255,3112486044,3721058382,138.685808,0
1243,1.378741,40,31,255,4231648586,952541117,58.749249,0
1244,8.422095,64,31,255,1002063507,1002375590,15.316854,0
1245,11.493332,16,31,255,3914935862,3915236234,2.87123,0
1246,1.033879,80,31,255,1507096992,1507369910,153.789751,0
1247,1.678278,40,31,255,2859001474,3413182893,48.263757,0
1248,0.019241,16,31,255,139617766,146472235,1715.08761,0
1249,1.093549,28,31,255,2332488395,1288015147,52.123864,0
1250,0.463873,40,31,255,1002066652,1760614536,174.61676,0
1251,0.134758,16,31,255,3379134536,1250821609,244.883429,0
1252,0.049339,30,31,255,2289199613,2293301316,1439.023892,0
1253,0.084043,16,31,255,3379132209,1257982511,392.656123,0
1254,0.020828,106,31,255,4196678663,4196995959,10514.6921,0
1255,3.529592,16,31,255,819493213,3376215672,9.349522,0
1256,4.331957,52,31,255,3186615312,1109062558,21.468358,0
1257,0.00108,2,31,0,0,0,2777.777885,0
1258,3.912585,16,31,255,1059489899,1228910560,8.434322,0
1259,0.588808,16,31,255,2779133199,2837572346,56.045434,0
1260,1.114703,40,31,255,2679013385,3688404887,72.665092,0
1261,0.693392,16,31,255,2839135167,876429590,47.592128,0
1262,1.445413,28,31,255,787100720,1433870504,39.435096,0
1263,0.043361,6,31,255,3559132492,3590253625,299.808579,0
1264,0.13627,16,31,255,1289551328,3476609989,242.166285,0
1265,2.014453,40,31,255,557035806,3181551974,41.202253,0
1266,1.438395,78,31,255,3236677443,3236955155,109.149432,0
1267,0.000938,2,31,0,0,0,3198.294302,0
1268,3.676099,16,31,255,3531523986,3636022698,8.976907,0
1269,1.182371,38,31,255,2764034543,281184529,65.123382,0
1270,0.030191,52,31,255,3892486335,1748065190,3080.388139,0
1271,1.767249,64,31,255,4262418302,2130238562,69.5997,0
1272,0.02467,16,31,255,2289201413,144836511,1337.657114,0
1273,1.583871,16,31,255,3902425188,2340794856,20.83503,0
1274,3.59494,30,31,255,544520216,1238688800,19.749982,0
1275,0.316978,38,31,255,1507100025,2127728460,242.919061,0
1276,2.956103,16,31,255,1106974848,3510019146,11.163345,0
1277,0.445854,40,31,255,2876684873,1736662115,181.673818,0
1278,3.616573,16,31,255,1381941291,1455580633,9.12466,0
1279,3.464111,16,31,255,3954104819,1425847764,9.526253,0
1280,0.2469,38,31,255,2225002228,470543994,311.867144,0
1281,2.318906,16,31,255,3902423502,4161628310,14.230848,0
1282,0.405807,40,31,255,1267098369,353547560,199.60228,0
1283,0.4643,64,31,255,439614812,2585405901,282.145161,0
1284,0.001666,4,31,0,0,0,4201.680681,0
1285,0.021029,16,31,255,319621896,325598658,1569.261553,0
1286,0.712135,30,31,255,2779132409,681222714,99.700195,0
1287,0.401841,16,31,255,749558793,3029596557,82.12203,0
1288,1.086071,40,31,255,1924518561,1700438399,74.580758,0
1289,0.332607,16,31,255,749554884,887201920,99.216192,0
1290,0.674839,16,31,255,209554228,684432669,48.900551,0
1291,1.942658,16,31,255,1687097074,3836969594,16.987036,0
1292,0.539033,16,31,255,209551153,2883186059,61.220742,0
1293,1.005668,12,31,255,1927105626,4073543898,28.836553,0
1294,0.00236,2,31,0,0,0,1271.186418,0
1295,0.000943,2,31,0,0,0,3181.336091,0
1296,0.020531,16,31,255,2765007600,625102074,1607.325463,0
1297,0.247784,30,31,255,1289552135,3447935671,286.539885,0
1298,0.187617,16,31,255,1289554407,3456812571,175.890241,0
1299,0.001048,2,31,0,0,0,2862.595564,0
1300,0.026391,8,31,255,1229550416,1230498740,644.159004,0
1301,0.000932,2,31,0,0,0,3218.884136,0
1302,0.00387,8,31,255,2469197560,2470203711,4392.764973,0
1303,10.362406,80,31,255,1251999392,3397821513,15.343927,0
1304,2.191199,24,31,255,3596677699,3596988474,21.449443,0
1305,3.923459,16,31,255,1454456854,1140852915,8.410945,0
1306,3.799452,16,31,255,2807328645,1216448478,8.685463,0
1307,0.650986,78,31,255,2224999221,2229496265,241.172615,0
1308,1.006262,14,31,255,2107100319,4253391973,30.807088,0
1309,3.392591,16,31,255,3891522458,1153099039,9.727079,0
1310,0.01927,16,31,255,199619410,204665674,1712.506565,0
1311,3.884824,16,31,255,3444874925,1161543767,8.494593,0
1312,23.30414,52,31,255,194453825,2340857754,3.990707,0
1313,0.019456,16,31,255,2649203554,507061497,1696.134944,0
1314,18.123909,28,31,255,1346972027,1350212309,3.145017,0
1315,15.867305,22,31,255,339482946,2489407082,2.83602,0
1316,0.177321,16,31,255,1289552921,1305414230,186.103167,0
1317,0.14874,16,31,255,3379136060,3398615052,221.863664,0
1318,0.007067,8,31,255,2649197439,2650221013,2405.546899,0
1319,0.134796,16,31,255,3379135314,3401562746,244.814398,0
1320,0.000991,2,31,0,0,0,3027.245271,0
1321,0.021693,16,31,255,319621125,324520895,1521.228006,0
1322,0.079282,16,31,255,3619135845,1491909605,416.235712,0
1323,3.660789,16,31,255,3599841630,1233249026,9.01445,0
1324,41.07386,22,31,255,1429418192,1429757600,1.095587,0
1325,3.751744,30,31,255,819489391,1159211160,18.924532,0
1326,0.004016,8,31,255,2345001564,200572435,4233.067891,0
1327,3.819751,16,31,255,1454457773,3306928978,8.639307,0
1328,21.012264,26,31,255,3724036563,1577541697,2.522336,0
1329,0.018788,16,31,255,2345004338,2349016711,1756.440228,0
1330,21.134895,66,31,255,3779836109,1634816964,6.19828,0
1331,0.000991,2,31,0,0,0,3027.245271,0
1332,0.584021,16,31,255,2779134717,700005089,56.50482,0
1333,0.019356,16,31,255,499621856,2651952092,1704.897767,0
1334,3.618151,16,31,255,661945043,1391045362,9.120681,0
1335,2.91363,30,31,255,866972890,3677418466,24.368228,0
1336,1.537609,16,31,255,1757039537,2399012343,21.461893,0
1337,0.580022,78,31,255,379612785,379860709,270.679399,0
1338,1.983308,16,31,255,1757037806,73360356,16.638868,0
1339,3.680405,16,31,255,3444872265,1238040386,8.966405,0
1340,0.021634,16,31,255,2469201143,2473616182,1525.376763,0
1341,0.504332,16,31,255,2894943779,2964536628,65.433087,0
1342,24.432871,354,31,255,3037387409,3038533146,44.980388,0
1343,0.492705,16,31,255,2894942973,2952810834,66.977199,0
1344,1.694787,40,31,255,1261936616,2676203791,47.793616,0
1345,0.922025,64,31,255,4016677705,4016974120,139.909435,0
1346,0.302314,8,31,255,989550122,3138254372,56.232921,0
1347,0.129762,16,31,255,3379133800,3393811025,254.311752,0
1348,0.019565,8,31,255,3619130921,3616474711,868.898576,0
1349,0.986727,42,31,255,1826970272,1811703641,84.116478,0
1350,0.068018,16,31,255,3619134338,1490834494,485.165714,0
1351,3.148105,16,31,255,2807326679,3693884388,10.482497,0
1352,41.07386,22,31,255,1429418192,1429757600,1.095587,0
1353,3.220912,16,31,255,2689910179,3520833852,10.245545,0
1354,3.490592,16,31,255,1804523192,1343060918,9.453984,0
1355,7.40386,16,31,255,2444160465,294860895,4.457134,0
1356,2.178787,42,31,255,4224871938,4244257145,38.094591,0
1357,4.127877,30,31,255,1454456030,1088480197,17.200124,0
1358,0.020512,16,31,255,2765005287,623577032,1608.814374,0
1359,0.018822,16,31,255,199618606,2349538878,1753.267506,0
1360,3.294676,16,31,255,819488343,3386431913,10.016159,0
1361,3.585639,16,31,255,819490357,1191845327,9.20338,0
1362,42.785805,352,31,255,349442018,2496116450,25.639345,0
1363,3.222392,28,31,255,2882423948,1194071611,21.412664,0
1364,3.391665,16,31,255,3891521630,3297912899,9.729735,0
1365,1.061772,40,31,255,282067609,1797859159,76.287565,0
1366,3.586728,30,31,255,2166618138,3300605239,19.7952,0
1367,4.042907,16,31,255,1299489248,1172671020,8.162443,0
1368,3.969367,28,31,255,3954101340,1208660365,17.383124,0
1369,0.372556,28,31,255,4132487327,2329294501,152.997133,0
1370,4.273767,30,31,255,3204874631,1090440589,16.612979,0
1371,25.064472,52,31,255,4007326131,4012716380,3.710431,0
1372,0.020435,16,31,255,2765006045,2769471674,1614.87645,0
1373,15.053828,26,31,255,3384872998,3392356463,3.520699,0
1374,0.001011,2,31,0,0,0,2967.359007,0
1375,10.556132,108,31,255,4237386958,2092322886,20.935698,0
1376,2.529123,4,31,0,0,0,2.767758,0
1377,0.046594,30,31,255,2649199630,504987847,1523.801304,0
1378,0.078042,16,31,255,1649553175,3809585671,422.849232,0
1379,0.049217,14,31,255,1409553417,3882454626,426.681832,0
1380,0.01934,16,31,255,2649201586,2651461473,1706.308242,0
1381,0.000921,2,31,0,0,0,3257.328891,0
1382,0.00424,4,31,0,0,0,1650.943336,0
1383,0.004828,8,31,255,2069550543,2070579558,3521.126778,0
1384,0.019813,16,31,255,2069551614,4226401867,1665.573168,0
1385,0.015316,16,31,255,319617904,326173208,2154.609529,0
1386,0.060314,30,31,255,2069552500,2073541412,1177.172802,0
1387,0.000948,2,31,0,0,0,3164.556959,0
1388,0.102628,16,31,255,1589553192,3764602493,321.549674,0
1389,0.001337,2,31,0,0,0,2243.829381,0
1390,0.47812,16,31,255,3134937646,3455704410,69.02033,0
1391,0.013087,16,31,255,199616230,205717146,2521.586352,0
1392,2.040015,40,31,255,121944384,2946799950,39.705591,0
1393,0.019278,16,31,255,199620184,205194688,1711.795902,0
1394,19.310287,52,31,255,3192355923,3193401012,4.816086,0
1395,1.507483,40,31,255,1252002628,3177534457,52.405234,0
1396,0.054773,30,31,255,199617077,203048343,1296.259126,0
1397,0.512399,16,31,255,989554329,1288792339,64.402934,0
1398,0.567358,16,31,255,3134939274,1253931680,58.164332,0
1399,0.168777,16,31,255,1529552485,1538220004,195.524267,0
1400,0.013509,16,31,255,619617121,626233674,2442.815951,0
1401,0.014135,8,31,255,3799131157,1654604134,1202.688337,0
1402,0.0242,16,31,255,4034940229,1893292847,1363.636371,0
1403,0.268851,40,31,255,1867100042,273145217,301.282109,0
1404,0.025332,16,31,255,1889555515,4039799049,1302.700137,0
1405,0.008375,2,31,0,0,0,358.208946,0
1406,0.652056,78,31,255,259612930,2405288479,240.776874,0
1407,0.02548,16,31,255,1889556423,4040306795,1295.133423,0
1408,0.0193,16,31,255,2649200663,505545388,1709.844494,0
1409,7.175667,16,31,255,1564515401,3714419921,4.598876,0
1410,16.800821,24,31,255,399483518,399800503,2.916524,0
1411,0.195609,22,31,255,2709199030,2712056532,230.050761,0
1412,17.574184,78,31,255,2189062777,2189415115,9.047362,0
1413,1.166815,62,31,255,1049547306,1049824140,103.701097,0
1414,0.048957,30,31,255,319618797,322992971,1450.25222,0
1415,0.228149,30,31,255,3674938165,1536678082,311.200141,0
1416,0.063337,16,31,255,1649551469,1672011091,521.022482,0
1417,2.05604,64,31,255,1267095574,3416956839,62.741969,0
1418,0.076061,16,31,255,3799135520,3816191064,433.862278,0
1419,0.001329,2,31,0,0,0,2257.336358,0
1420,43.721611,362,31,255,4046493277,4043598327,25.319287,0
1421,0.027426,16,31,255,2069553284,4219480197,1203.237774,0
1422,0.095752,16,31,255,3734938963,3760402584,344.640318,0
1423,0.372385,40,31,255,127105405,133616737,217.51682,0
1424,0.019131,8,31,255,3734936270,1595530592,888.610145,0
1425,1.012849,14,31,255,1807100219,3957706501,30.606735,0
1426,29.428701,66,31,255,1489417639,1489754998,4.451437,0
1427,0.019813,16,31,255,2069551614,4226401867,1665.573168,0
1428,0.020518,16,31,255,2765006804,624593934,1608.343948,0
1429,0.508014,16,31,255,3134941597,3441803774,64.958837,0
1430,1.638996,38,31,255,3864872546,2877762667,46.97998,0
1431,0.001032,2,31,0,0,0,2906.976908,0
1432,0.044989,28,31,255,619618004,2768399045,1533.708206,0
1433,0.074975,16,31,255,1649555465,3813197049,440.146722,0
1434,0.003876,8,31,255,2765002277,2765998721,4385.964975,0
1435,0.026517,16,31,255,2069555852,4225904542,1244.484668,0
1436,0.003744,8,31,255,1889550756,1890452579,4540.598165,0
1437,0.186804,38,31,255,259615902,2800781744,412.196749,0
1438,0.154073,30,31,255,3734938193,3756675004,460.82052,0
1439,0.751445,30,31,255,3134938485,1174257531,94.484627,0
1440,0.014724,16,31,255,2649198629,2657136330,2241.238739,0
1441,0.547636,16,31,255,3134940031,1267099489,60.259007,0
1442,0.162577,16,31,255,3674940539,1544219433,202.980737,0
1443,0.02099,16,31,255,2469200392,2473087376,1572.177289,0
1444,0.168547,16,31,255,1529553240,1539395260,195.79108,0
1445,0.001051,2,31,0,0,0,2854.424439,0
1446,0.001014,2,31,0,0,0,2958.579772,0
1447,25.990999,52,31,255,3471519300,1323023669,3.578162,0
1448,1.012849,14,31,255,1807100219,3957706501,30.606735,0
1449,0.230692,8,31,255,3559133391,3681174501,82.360897,0
1450,0.170443,30,31,255,1469551992,1482907814,416.561552,0
1451,0.159687,16,31,255,3674941322,3692007904,206.654271,0
1452,0.078009,16,31,255,1649553921,1664734530,423.028102,0
1453,0.026844,16,31,255,2069554164,2074974214,1229.324968,0
1454,0.024281,16,31,255,919620763,3070325419,1359.087312,0
1455,0.024981,16,31,255,4034941102,1893885540,1321.003988,0
1456,0.085497,16,31,255,1589554776,3771814925,385.978458,0
1457,0.020889,16,31,255,1099623602,3254665251,1579.778899,0
1458,0.062793,16,31,255,1589550844,3772388158,525.536273,0
1459,0.094549,16,31,255,3734940509,1620395827,349.025372,0
1460,0.104892,16,31,255,1529550858,1575411504,314.609311,0
1461,0.033711,64,31,255,3185000018,1039933905,3826.643977,0
1462,7.000621,52,31,255,4134100594,1985619448,13.284536,0
1463,0.003887,8,31,255,1279616310,3430187721,4373.552837,0
1464,1.576239,40,31,255,781946543,2901840901,51.388146,0
1465,12.300859,28,31,255,952002404,955274590,4.633823,0
1466,0.001037,2,31,0,0,0,2892.960519,0
1467,10.566844,122,31,255,4518757,2155185345,23.375002,0
1468,0.024281,16,31,255,919620763,3070325419,1359.087312,0
1469,3.796722,30,31,255,3531521171,1453443276,18.700342,0
1470,8.470179,16,31,255,904514875,904853701,3.896022,0
1471,0.013994,16,31,255,3365004187,1225695713,2358.153508,0
1472,26.497456,28,31,255,901939453,904969495,2.15115,0
1473,0.019797,16,31,255,2945006412,804576194,1666.9193,0
1474,0.877776,52,31,255,1409550570,1411593987,119.620492,0
1475,0.115773,30,31,255,1649552375,3808521422,613.269071,0
1476,29.683693,24,31,255,2309067000,159824860,1.583361,0
1477,0.026517,16,31,255,2069554908,4221150144,1244.484668,0
1478,0.018761,16,31,255,1889551886,1895421083,1758.968104,0
1479,1.006704,14,31,255,2889197350,2885996945,30.793561,0
1480,13.627812,78,31,255,2381579578,232376214,11.520558,0
1481,21.163422,24,31,255,2232358005,90126405,2.315316,0
1482,0.001042,2,31,0,0,0,2879.078645,0
1483,12.531057,80,31,255,3217385312,3217725476,12.688474,0
1484,0.018524,16,31,255,3069198419,3071379660,1781.472644,0
1485,23.497986,78,31,255,794450484,794781312,6.681424,0
1486,11.869318,16,31,255,1012002834,1012346308,2.780278,0
1487,0.01466,16,31,255,799616571,805666906,2251.023212,0
1488,0.00104,2,31,0,0,0,2884.615377,0
1489,0.056071,30,31,255,1889552774,4042349777,1266.251755,0
1490,0.00102,2,31,0,0,0,2941.176566,0
1491,25.174471,12,31,255,1921937126,1923085468,1.151961,0
1492,20.227507,12,31,255,566976826,568076811,1.433691,0
1493,0.019175,16,31,255,3429200564,3433626925,1720.99083,0
1494,15.82217,28,31,255,1479488232,1482713318,3.60254,0
1495,0.016098,40,31,255,3185003135,3205577546,5031.68092,0
1496,33.367344,64,31,255,1836908937,3986850522,3.925994,0
1497,0.023379,16,31,255,2611652130,2616343448,1411.523168,0
1498,0.018726,16,31,255,3489200899,1344588501,1762.255634,0
1499,0.001082,2,31,0,0,0,2772.643321,0
1500,0.023612,16,31,255,2307457133,166567407,1397.594441,0
1501,0.018609,16,31,255,3489200121,3493668606,1773.335448,0
1502,4.30113,78,31,255,1817030560,1820047097,36.502037,0
1503,17.057222,14,31,255,2729067281,2730132030,1.817412,0
1504,0.003952,8,31,255,1339616281,3486478335,4301.619624,0
1505,14.772945,28,31,255,292004521,295162459,3.858405,0
1506,0.001065,2,31,0,0,0,2816.901513,0
1507,7.884662,78,31,255,1744514445,3894447607,20.165734,0
1508,19.565264,64,31,255,1286967107,3432691274,6.593318,0
1509,0.018663,16,31,255,3365006814,3369502831,1768.204439,0
1510,6.693488,16,31,255,2586612881,437356970,4.930165,0
1511,10.660913,14,31,255,484518782,485576522,2.907818,0
1512,12.632728,22,31,255,2367452562,222324659,3.562176,0
1513,24.025476,16,31,255,1094450637,3244388124,1.373542,0
1514,0.133515,40,31,255,439620995,2868122893,606.673406,0
1515,4.486593,42,31,255,99495699,4219825437,18.499562,0
1516,26.373018,52,31,255,1801945148,3948475534,3.526331,0
1517,0.00101,2,31,0,0,0,2970.297008,0
1518,0.023429,16,31,255,2611651210,2615795929,1408.510775,0
1519,0.023391,16,31,255,462073021,467840784,1410.798969,0
1520,0.004069,8,31,255,2611648163,2612676569,4177.930678,0
1521,0.039034,30,31,255,3489199351,1343562772,1818.927018,0
1522,0.00101,2,31,0,0,0,2970.297008,0
1523,0.025206,16,31,255,2307458665,167622707,1309.212112,0
1524,0.013968,16,31,255,3489198238,1346160260,2362.542923,0
1525,0.003955,8,31,255,162067193,2308435312,4298.356424,0
1526,0.004331,8,31,255,919616384,920639987,3925.190352,0
1527,29.219688,78,31,255,4238999759,4239329803,5.373089,0
1528,0.045454,30,31,255,3069199298,923314203,1562.018772,0
1529,0.018553,16,31,255,462068613,2613774225,1778.688088,0
1530,0.018569,16,31,255,2307454783,168158626,1777.155468,0
1531,0.00103,2,31,0,0,0,2912.621237,0
1532,21.298256,78,31,255,266966514,2412684463,7.371496,0
1533,1.666249,24,31,255,19613660,19906805,28.207068,0
1534,25.400373,64,31,255,2041934256,4187645226,5.078665,0
1535,29.558313,28,31,255,1669423095,3866645154,1.860729,0
1536,0.020817,16,31,255,3249201151,3253110242,1585.242798,0
1537,9.302211,28,31,255,1324520433,1327636202,6.127576,0
1538,0.036952,28,31,255,1279618130,1282996297,1867.287286,0
1539,24.060349,12,31,255,3179841909,1035574851,1.205303,0
1540,22.543621,80,31,255,4199836432,4200173940,7.052993,0
1541,0.018698,16,31,255,1339620850,3490503007,1764.894696,0
1542,0.023411,16,31,255,2307456344,166044611,1409.593772,0
1543,0.02455,16,31,255,162071389,167096502,1344.195508,0
1544,2.779928,40,31,255,1552002597,2748913452,28.418003,0
1545,2.047124,40,31,255,519486798,3539522660,39.567707,0
1546,0.024292,16,31,255,919621600,925467288,1358.471945,0
1547,10.310759,24,31,255,844515727,2994448116,4.558345,0
1548,10.133909,28,31,255,964520622,967813806,5.427323,0
1549,0.024173,16,31,255,919619273,3073433563,1365.159429,0
1550,9.375982,14,31,255,1144519294,3295260964,3.30632,0
1551,0.023386,16,31,255,462072152,467293303,1411.100675,0
1552,0.018739,16,31,255,1219619458,3368955893,1761.033143,0
1553,0.053869,28,31,255,462069544,465630719,1280.885073,0
1554,0.001071,2,31,0,0,0,2801.120432,0
1555,8.067271,22,31,255,474582119,2624463002,5.578094,0
1556,0.05624,30,31,255,162069094,165498075,1262.446661,0
1557,15.866922,16,31,255,3749063869,3749376658,2.079798,0
1558,0.020799,16,31,255,3249202273,3253617817,1586.614755,0
1559,6.025102,80,31,255,917034192,918842073,26.389594,0
1560,12.882724,52,31,255,3877388637,3882758473,7.21897,0
1561,0.020831,16,31,255,3249203414,1104562891,1584.177423,0
1562,27.092335,14,31,255,3767323467,3768365543,1.144235,0
1563,0.016187,16,31,255,3249199208,3250981445,2038.673115,0
1564,19.786167,78,31,255,2006966756,4152669763,7.934836,0
1565,0.018545,16,31,255,942072108,948854432,1779.45539,0
1566,0.019148,16,31,255,3429199727,1283543849,1723.417627,0
1567,0.013952,16,31,255,1122068706,3278904568,2365.252282,0
1568,0.018931,16,31,255,3267457710,1127544695,1743.172614,0
1569,0.019541,16,31,255,3365007544,3370034973,1688.757052,0
1570,31.384251,14,31,255,3394807400,3400062532,0.987757,0
1571,0.019556,16,31,255,1219621805,3374757729,1687.461577,0
1572,4.084197,4,31,0,0,0,1.713923,0
1573,0.676058,4,31,0,0,0,10.354141,0
1574,0.019469,16,31,255,799618313,803507921,1695.002277,0
1575,1.874098,40,31,255,2944034696,4153869782,42.153613,0
1576,33.726345,64,31,255,2318997892,2319332767,3.884204,0
1577,0.001443,2,31,0,0,0,2079.002015,0
1578,0.019807,16,31,255,799619089,2949410080,1666.077673,0
1579,3.478347,42,31,255,494452872,2875791630,23.861909,0
1580,0.003754,8,31,255,2945001939,2945996965,4528.502995,0
1581,13.623337,16,31,255,1612001829,1612332305,2.422314,0
1582,31.37318,52,31,255,3519004509,3515892474,2.964315,0
1583,0.019804,16,31,255,799620833,805114024,1666.329962,0
1584,2.038492,40,31,255,1489421338,1966827430,39.735256,0
1585,0.049169,30,31,255,942068649,3091292437,1443.999261,0
1586,2.879349,16,31,255,1627096400,3776990940,11.460924,0
1587,0.013721,16,31,255,3087454182,3098956035,2405.072446,0
1588,0.000978,2,31,0,0,0,3067.484674,0
1589,0.333088,78,31,255,2829194617,2829433706,471.346896,0
1590,0.019201,16,31,255,942070344,947364067,1718.66055,0
1591,0.238061,4,31,0,0,0,29.404229,0
1592,0.173652,38,31,255,2525002323,727922136,443.415584,0
1593,0.00388,8,31,255,3267454087,1123061970,4381.443327,0
1594,0.019739,16,31,255,3267456896,3271899357,1671.817204,0
1595,0.041741,38,31,255,2829198034,3025178069,1844.7091,0
1596,5.341356,66,31,255,2239129903,89838604,24.525608,0
1597,3.327076,66,31,255,929546913,931954152,39.975042,0
1598,0.019232,16,31,255,3429202110,3434689049,1715.890246,0
1599,1.484981,38,31,255,2189066156,4140174695,53.199336,0
1600,0.019247,16,31,255,1279620533,3434150282,1714.552991,0
1601,1.962275,38,31,255,1744517239,2178534920,39.240167,0
1602,16.131182,12,31,255,4289066838,4290160329,1.79776,0
1603,19.900841,122,31,255,1586970278,1588071677,12.411536,0
1604,1.72013,4,31,0,0,0,4.06946,0
1605,3.118053,52,31,255,3019131583,915152072,29.826305,0
1606,0.019152,16,31,255,3087455971,946822229,1723.057595,0
1607,0.051503,30,31,255,1122069572,1125454477,1378.560501,0
1608,0.01859,16,31,255,3087457691,3097893384,1775.147974,0
1609,0.018674,16,31,255,1122071955,1128265166,1767.162973,0
1610,0.018727,16,31,255,1122072739,3278351069,1762.161509,0
1611,1.70883,38,31,255,1817033435,2248433665,46.230462,0
1612,1.854422,40,31,255,2381582784,4111967690,42.600876,0
1613,2.503861,40,31,255,3676549331,1276069417,31.551273,0
1614,31.384251,14,31,255,3394807400,3400062532,0.987757,0
1615,14.736482,26,31,255,2981584385,835046866,3.596517,0
1616,13.555294,22,31,255,3457385879,1312316978,3.319736,0
1617,0.018733,16,31,255,3489202430,3491024192,1761.597145,0
1618,23.582144,122,31,255,4019840763,4025073265,10.474027,0
1619,15.767817,64,31,255,2201579770,52316437,8.181222,0
1620,0.490083,52,31,255,3005002443,3010179458,185.68283,0
1621,0.003802,8,31,255,942066558,3088944265,4471.330785,0
1622,0.044835,26,31,255,799617478,2952521821,1494.368198,0
1623,0.001023,2,31,0,0,0,2932.551349,0
1624,0.018814,16,31,255,3391652703,1247654279,1754.013028,0
1625,0.040964,30,31,255,1099619373,1103014514,1733.22918,0
1626,0.01834,16,31,255,3391651905,1247148835,1799.345606,0
1627,0.003869,8,31,255,1099617304,3250213438,4393.900356,0
1628,0.000979,2,31,0,0,0,3064.351366,0
1629,0.014455,16,31,255,3429198130,1285610151,2282.947087,0
1630,0.001005,2,31,0,0,0,2985.074718,0
1631,0.024254,16,31,255,3069200831,924394615,1360.600324,0
1632,0.020764,16,31,255,3867456718,3871928657,1589.2891,0
1633,0.001057,2,31,0,0,0,2838.221339,0
1634,0.020162,16,31,255,3631656792,3632326096,1636.742436,0
1635,0.01942,16,31,255,1482075017,3636007802,1699.279112,0
1636,0.039587,30,31,255,3365005096,3368417178,1793.518141,0
1637,25.4077,24,31,255,3544030344,1394810837,1.849833,0
1638,16.173149,64,31,255,2497384764,2501918573,7.976183,0
1639,0.003919,8,31,255,3365002940,3370200747,4337.841501,0
1640,27.176294,14,31,255,134454015,135550407,1.1407,0
1641,26.356098,122,31,255,2819840937,2825113842,9.371645,0
1642,0.001029,2,31,0,0,0,2915.451794,0
1643,11.785961,12,31,255,1084518855,1085588523,2.460555,0
1644,42.280575,3,0,0,0,0,0.118258,0
1645,9.242197,28,31,255,2342424038,2345564258,6.167365,0
1646,12.311934,64,31,255,2814099543,664861783,10.477639,0
1647,27.231028,22,31,255,2164035050,14797040,1.652527,0
1648,0.516777,52,31,255,1159616567,1160647030,179.961577,0
1649,28.935349,14,31,255,1561937600,1562980238,1.071354,0
1650,2.054482,38,31,255,2054453028,2693819425,37.479034,0
1651,0.001739,4,31,0,0,0,4025.301966,0
1652,2.578153,4,31,0,0,0,2.715122,0
1653,7.2578,122,31,255,1337034950,1391055353,34.032351,0
1654,0.014351,16,31,255,1819618443,1825698764,2299.491312,0
1655,0.019029,16,31,255,1819621350,1824093966,1734.195105,0
1656,0.003777,8,31,255,1242066879,1242974697,4500.926794,0
1657,0.004932,8,31,255,1722067496,1723025281,3446.877649,0
1658,0.000997,2,31,0,0,0,3009.027007,0
1659,0.020845,16,31,255,3867457482,1727053706,1583.113479,0
1660,0.021604,16,31,255,1662070038,3813070171,1527.494932,0
1661,0.033881,38,31,255,3545004547,3577083019,2272.660114,0
1662,3.817539,14,31,255,2179129880,1654580329,8.120415,0
1663,0.014867,40,31,255,1639617214,3805117691,5448.308231,0
1664,2.839987,38,31,255,1072002260,2151128285,27.1128,0
1665,4.570782,16,31,255,3314935452,3320001428,7.219771,0
1666,0.019151,16,31,255,3965006831,1823552311,1723.147589,0
1667,0.01182,62,31,255,1422064772,3571942834,10067.68218,0
1668,0.014722,16,31,255,3631653938,3633882130,2241.543287,0
1669,0.019058,16,31,255,3965008877,1824630188,1731.556275,0
1670,0.015388,16,31,255,1722068542,3878254315,2144.528228,0
1671,0.001023,2,31,0,0,0,2932.551349,0
1672,0.023928,16,31,255,1482077690,3633371324,1379.137432,0
1673,0.021125,16,31,255,3867459058,1728139997,1562.13018,0
1674,0.183973,52,31,255,3747453633,1603620914,505.508962,0
1675,0.015044,16,31,255,1662067661,3819041222,2193.565541,0
1676,0.049744,30,31,255,1662068548,1666349877,1427.307851,0
1677,0.003866,8,31,255,3965003524,1820613954,4397.309766,0
1678,0.005487,8,31,255,3811647317,3812562677,3098.232126,0
1679,13.858089,12,31,255,3997388751,3998459637,2.092641,0
1680,0.530808,52,31,255,3605003103,3608430238,175.204603,0
1681,6.633155,122,31,255,3606614522,1608845175,37.237183,0
1682,29.608227,14,31,255,3167323802,1022966701,1.047006,0
1683,41.658875,24,31,255,241932745,242254393,1.128211,0
1684,17.39233,16,31,255,3984868748,3985204459,1.897388,0
1685,47.584915,24,31,255,1236906533,1237264585,0.987708,0
1686,23.465475,78,31,255,2472352665,327299062,6.775912,0
1687,30.279079,24,31,255,2604869145,459816005,1.552227,0
1688,2.258385,4,31,0,0,0,3.09956,0
1689,1.888735,38,31,255,917041809,2383424172,41.826936,0
1690,0.019145,16,31,255,1819623282,3974744313,1723.687582,0
1691,0.0489,30,31,255,3391649609,3390697756,1451.942718,0
1692,0.044901,78,31,255,1399614425,1399928178,3496.581487,0
1693,0.037714,52,31,255,3507453493,1363007635,2465.92772,0
